Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,107.05000305175781,107.31999969482422,105.52999877929688,105.91999816894531,102.36558532714844,33384200
2018-11-02,106.4800033569336,107.31999969482422,104.9800033569336,106.16000366210938,102.59754943847656,37680200
2018-11-05,106.37000274658203,107.73999786376953,105.9000015258789,107.51000213623047,103.9022445678711,27922100
2018-11-06,107.37999725341797,108.83999633789062,106.27999877929688,107.72000122070312,104.1052017211914,24340200
2018-11-07,109.44000244140625,112.23999786376953,109.4000015258789,111.95999908447266,108.2029037475586,37901700
2018-11-08,111.80000305175781,112.20999908447266,110.91000366210938,111.75,107.99995422363281,25644100
2018-11-09,110.8499984741211,111.44999694824219,108.76000213623047,109.56999969482422,105.89310455322266,32039200
2018-11-12,109.41999816894531,109.95999908447266,106.0999984741211,106.87000274658203,103.2837142944336,33621800
2018-11-13,107.55000305175781,108.73999786376953,106.63999938964844,106.94000244140625,103.35137176513672,35374600
2018-11-14,108.0999984741211,108.26000213623047,104.47000122070312,104.97000122070312,101.88572692871094,39495100
2018-11-15,104.98999786376953,107.80000305175781,103.91000366210938,107.27999877929688,104.12786865234375,38505200
2018-11-16,107.08000183105469,108.87999725341797,106.80000305175781,108.29000091552734,105.10819244384766,33502100
2018-11-19,108.2699966430664,108.55999755859375,103.55000305175781,104.62000274658203,101.54602813720703,44773900
2018-11-20,101.80000305175781,102.97000122070312,99.3499984741211,101.70999908447266,98.72151184082031,64052500
2018-11-21,103.5999984741211,104.43000030517578,102.23999786376953,103.11000061035156,100.08039093017578,28130600
2018-11-23,102.16999816894531,103.80999755859375,102.0,103.06999969482422,100.04157257080078,13823100
2018-11-26,104.79000091552734,106.62999725341797,104.58000183105469,106.47000122070312,103.3416748046875,32336200
2018-11-27,106.2699966430664,107.33000183105469,105.36000061035156,107.13999938964844,103.99197387695312,29124500
2018-11-28,107.88999938964844,111.33000183105469,107.86000061035156,111.12000274658203,107.85504150390625,46788500
2018-11-29,110.33000183105469,111.12000274658203,109.02999877929688,110.19000244140625,106.9523696899414,28123200
2018-11-30,110.69999694824219,110.97000122070312,109.36000061035156,110.88999938964844,107.63179779052734,33665600
2018-12-03,113.0,113.41999816894531,110.7300033569336,112.08999633789062,108.7965316772461,34732800
2018-12-04,111.94000244140625,112.63999938964844,108.20999908447266,108.5199966430664,105.33141326904297,45197000
2018-12-06,105.81999969482422,109.23999786376953,105.0,109.19000244140625,105.98175048828125,49107400
2018-12-07,108.37999725341797,109.44999694824219,104.30000305175781,104.81999969482422,101.74014282226562,45044900
2018-12-10,104.80000305175781,107.9800033569336,103.88999938964844,107.58999633789062,104.42874908447266,40801500
2018-12-11,109.80000305175781,110.94999694824219,107.44000244140625,108.58999633789062,105.39936828613281,42381900
2018-12-12,110.88999938964844,111.2699966430664,109.04000091552734,109.08000183105469,105.8749771118164,36183000
2018-12-13,109.58000183105469,110.87000274658203,108.62999725341797,109.44999694824219,106.23409271240234,31333400
2018-12-14,108.25,109.26000213623047,105.5,106.02999877929688,102.91459655761719,47043100
2018-12-17,105.41000366210938,105.80000305175781,101.70999908447266,102.88999938964844,99.86685943603516,56957300
2018-12-18,103.75,104.51000213623047,102.5199966430664,103.97000122070312,100.91511535644531,49319200
2018-12-19,103.6500015258789,106.87999725341797,101.3499984741211,103.69000244140625,100.64334869384766,68198200
2018-12-20,103.05000305175781,104.30999755859375,98.77999877929688,101.51000213623047,98.52740478515625,70334200
2018-12-21,101.62999725341797,103.0,97.45999908447266,98.2300033569336,95.34376525878906,111242100
2018-12-24,97.68000030517578,97.97000122070312,93.9800033569336,94.12999725341797,91.36424255371094,43935200
2018-12-26,95.13999938964844,100.69000244140625,93.95999908447266,100.55999755859375,97.60530853271484,51634800
2018-12-27,99.30000305175781,101.19000244140625,96.4000015258789,101.18000030517578,98.20710754394531,49498500
2018-12-28,102.08999633789062,102.41000366210938,99.5199966430664,100.38999938964844,97.44031524658203,38196300
2018-12-31,101.29000091552734,102.4000015258789,100.44000244140625,101.56999969482422,98.58563232421875,33173800
2019-01-02,99.55000305175781,101.75,98.94000244140625,101.12000274658203,98.14884948730469,35329300
2019-01-03,100.0999984741211,100.19000244140625,97.19999694824219,97.4000015258789,94.53816223144531,42579100
2019-01-04,99.72000122070312,102.51000213623047,98.93000030517578,101.93000030517578,98.93505859375,44060600
2019-01-07,101.63999938964844,103.2699966430664,100.9800033569336,102.05999755859375,99.06122589111328,35656100
2019-01-08,103.04000091552734,103.97000122070312,101.70999908447266,102.80000305175781,99.77951049804688,31514400
2019-01-09,103.86000061035156,104.87999725341797,103.23999786376953,104.2699966430664,101.206298828125,32280800
2019-01-10,103.22000122070312,103.75,102.37999725341797,103.5999984741211,100.55599975585938,30067600
2019-01-11,103.19000244140625,103.44000244140625,101.63999938964844,102.80000305175781,99.77951049804688,28314200
